INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,ATYPE,TYPE_ENG,SPECIES_ID,SPECIES,DAMAGE,COST_REPAIRS,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,REG,FLT,REMAINS_COLLECTED,REMAINS_SENT,INCIDENT_MONTH,INCIDENT_YEAR,TIME_OF_DAY,TIME,FAAREGION,ENROUTE,RUNWAY,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,INGESTED,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED,COMMENTS,REMARKS,AOS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,REPORTED_NAME,REPORTED_TITLE,REPORTED_DATE,SOURCE,PERSON,NR_INJURIES,NR_FATALITIES,LUPDATE,TRANSFER,INDICATED_DAMAGE
12/29/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,R2001,Snowy owl,,,,,,,,,,,,,,,,TRUE,FALSE,12,2016,,,AGL,,10L/28R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Large,,xxxx-x-xx-xxxxxx,"Ops found in the grass RSA between TWY CC and TWY DD, on the south side of the RWY. ID'D by WS.",,,,,Deleted,Deleted,1/17/2017,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
12/26/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,AAL,AMERICAN AIRLINES,A-320,D,UNKBL,Unknown bird - large,N,,04A,3,,,A,4,2,1,1,,,,2234,FALSE,FALSE,12,2016,Night,2000,AGL,,27L,,1000,145,3,Approach,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Large,N,xxxx-xx-xx-xxxxxx,,,,,,Deleted,Deleted,12/26/2016,FAA Form 5200-7-E,Pilot,,,5/8/2018,FALSE,FALSE
12/22/2016,IL,KMDW,CHICAGO MIDWAY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,R2004,Short-eared owl,,,,,,,,,,,,,,,,TRUE,TRUE,12,2016,,,AGL,,31C,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,"xxxx-xx-xx-xxxxxx, Rx",Found by SWA maintenance on 22R short of 31R. WS biologist sent feather samples to Smithsonian for identification.,,,,,Deleted,Deleted,12/22/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
12/18/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,ANA,ALL NIPPON AIRWAYS,B-777,D,J2109,Mallard,,,148,,,,A,5,2,1,1,,,,11,TRUE,FALSE,12,2016,Day,1701,AGL,,28R,,,,,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,,,,,,1,Medium,,"xxxx-x-xx-xxxxxx, MOR: ORD-M-xxxx/xx/xx-xxxx","NO PHASE OF FLIGHT, ALT OR DISTANCE. ASSUME FOUND KORD. MOR Remarks: BIRD STRIKE. ANA11, B77W REPORTED AT BIRD STRIKE ON RWY 28R.  CITY INSPECTED RWY 28R AND FOUND A SINGLE GOOSE. ANA11 CONTINUED ON FLIGHT AND DID NOT REPORT ANY DAMAGE OR ISSUES. ",,,,,Deleted,Deleted,1/17/2017,Multiple,Airport Operations,,,5/8/2018,FALSE,FALSE
12/15/2016,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SWA,SOUTHWEST AIRLINES,B-737-800,D,J2204,Canada goose,M?,,148,43,10,1,A,4,2,1,1,,,N8605SE,105,TRUE,TRUE,12,2016,,1015,AGL,,31C,,3000,,,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Precautionary Landing,,Some Cloud,None,2 to 10,1,Medium,N,"xxxx-xx-xx-xxxxxx, Rx","A/C declared an emergency and returned to MDW and landed safely on RWY 31C. Damage to engine is unknown at this time, and passengers were rebooked on another flight.

WS biologist responded to the bird strike and collected snarge and feather sample to send to the Smithsonian for identification.Major core damage to #1 engine.",,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Pilot,,,4/20/2018,FALSE,TRUE
12/15/2016,IL,KCPS,ST LOUIS DOWNTOWN,PVT,PRIVATELY OWNED,C-172,A,UNKB,Unknown bird,N,,226,7,,,A,1,1,7,,,,N1725V,,FALSE,FALSE,12,2016,Night,1812,AGL,,,,,,10,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,,,1,,,MOR: CPS-M-xxxx/xx/xx-xxxx,"AIRBORNE ONE (N1725V), C172 LANDED AT 0012Z ON RY12R WITHOUT INCINDENT. UPON ROLL OUT, AIRBORNE ONE REOPRTED A BIRD STRIKE AND POSSIBLE FOD ON RY12R. RESCUE 92 RESPONDED AND FOUND NEGATIVE FOD. LATER IT WAS LEARNED, AIRBORNE ONE HAD TAKEN THE BIRD STRIKE ",,,,,,,,MOR,Tower,,,,FALSE,FALSE
12/15/2016,IL,KRFD,CHICAGO/ROCKFORD INTL ARPT,AAY,ALLEGIANT AIR,A-320,D,J2204,Canada goose,M?,,04A,3,,,A,4,2,1,1,,,N234NV,1671,TRUE,TRUE,12,2016,,510,AGL,,25,,500,167,,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Engine Shut Down,,,None,2 to 10,2 to 10,Large,N,"xxxx-x-xx-xxxxxx,Rx, xxxx-xx-xxxxxx","The event occurred shortly after takeoff, during early stages of climb. The flight crew did not see any birds while in flight (nor had there been any warning of birds in the area) due to darkness. Engine was shutdown and the AC return to the field.

#1 engine suffered heavy damage to its fan blades and was removed. The #2 engine also showed evidence of bird strikes, but was inspected and found to be serviceable. Both wings and the fuselage showed evidence of bird impact, but the nose of the AC was 'clean'.
",120,,,,Deleted,Deleted,1/19/2017,FAA Form 5200-7-E,Air Transport Operations,,,4/20/2018,FALSE,TRUE
12/14/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,ZX004,Dark-eyed junco,,,,,,,,,,,,,,,,TRUE,TRUE,12,2016,,,AGL,,27R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,"xxxx-xx-xx-xxxxxx, Rx","WS found remains during weekly RWY inspection at 4000ft remaining, on the south shoulder.",,,,,Deleted,Deleted,12/19/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
12/14/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,AAL,AMERICAN AIRLINES,B-737-800,D,UNKBL,Unknown bird - large,N,,148,43,10,1,A,4,2,1,1,,,N992AN,2724,FALSE,FALSE,12,2016,Day,1158,AGL,,27L,,800,150,2,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,11 to 100,2 to 10,Large,N,xxxx-xx-xx-xxxxxx,,2,,,,Deleted,Deleted,12/14/2016,FAA Form 5200-7-E,Pilot,,,4/20/2018,FALSE,FALSE
12/11/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,SKW,SKYWEST AIRLINES,CRJ100/200,D,K3302,Red-tailed hawk,N,,188,10,22,4,A,3,2,5,5,,,N960SW,5254,TRUE,FALSE,12,2016,,1446,AGL,,10C-28C,,,,,Local,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,part not reptd,,,,,,1,Medium,,xxxx-xx-xx-xxxxxx,Ops found remains at the 8000ft remaining sign. No damage to aircraft. ID'D by WS. Unknown phase of flight.,,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Airport Operations,,,5/8/2018,FALSE,FALSE
12/9/2016,IL,KPIA,PEORIA INTL ARPT,ENY,ENVOY AIR,EMB-145,D,NE104,Ring-billed gull,M?,,332,14,1,10,A,3,2,5,5,,,N679AE,3679,TRUE,TRUE,12,2016,Night,630,AGL,,31,,,,,Descent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Other,Down for mechanical/significant delay,Some Cloud,None,,2 to 10,Medium,N,"xxxx-xx-x-xxxxxx, Rx, MOR: PIA-M-xxxx/xx/xx-xxxx","Landing gear and leading edge significantly damaged. Time down for maintenance yet to be determined 
Two bags of remains received, both identified as Ring-billed gull MOR Remarks: PILOT REPORTED HITTING A LARGE BIRD, POSSIBLY A DUCK, ABOUT 7 MILES SOUTHEAST OF KPIA. NEAR THE NOSE AREA, NO ASSISTANCE NEEDED. AIRCRAFT LANDED WITHOUT INCCIDENT.",,,,,Deleted,Deleted,12/9/2016,Multiple,Airport Operations,,,4/20/2018,FALSE,TRUE
12/8/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,J2118,Hooded merganser,,,,,,,,,,,,,,,,TRUE,FALSE,12,2016,,,AGL,,10L/28R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-xx-xx-xxxxxx,"Bird found by Ops during daily RWY inspection at TWY DD, south of centerline. ID'D by WS.",,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
12/6/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,ZX202,Snow bunting,,,,,,,,,,,,,,,,TRUE,FALSE,12,2016,,,AGL,,10C,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-xx-xx-xxxxxx,Remains found during the weekly RWY inspection in the RWY 10C blast pad. ID'D by WS.  ,,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
12/6/2016,IL,KPIA,PEORIA INTL ARPT,BUS,BUSINESS,C-152,A,UNKBL,Unknown bird - large,M,,226,36,,,A,1,1,7,,,,N4929H,,FALSE,FALSE,12,2016,Night,1830,AGL,,22,,,,,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,2 to 10,1,Large,,"xxxx-xx-x-xxxxxx, ALLMOND AVIATION, MOR: PIA-M-xxxx/xx/xx-xxxx","Pilot advised ATC during turn out he hit a large white bird, possibly a seagull. No remains found during inspection. Pilot called PIA Operations Dept. and advised of a nick on the tails right elevator. MOR Remarks: N4929H DEPARTED RWY 22 AND REPORTED STRIKING A LARGE WHITE BIRD. THE AIRCRAFT CONTINUED TO 3MY WITHOUT FURTHER INCIDENT.",,,,,Deleted,Deleted,12/6/2016,Multiple,Airport Operations,,,4/20/2018,FALSE,TRUE
12/5/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,RPA,REPUBLIC AIRLINES,EMB-170,D,J2109,Mallard,M?,,332,,22,4,A,4,2,1,1,,,N639RW,3672,TRUE,TRUE,12,2016,Day,1436,AGL,,27L,,,,5,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,None,,11-100,Large,,"xxxx-xx-x-xxxxxx, Rx, MOR: ORD-M-xxxx/xx/xx-xxxx","Pilot reported hitting a flock of geese 5 miles out from RWY 27L. WS took samples from the #1 engine cowling, right rear landing gear and fuselage. A wing that appears to be from a mallard was removed from the front landing . SAMPLE FROM LANDING GEAR AND ENG #1 = MALLARD. SAMPLES FROM LANDING GEAR AND FUSELAGE = MALLARD/ BLACK ????? MOR Remarks: BIRD STRIKE:  RPA3672, E170 REPORTED BIRD STRIKE 4 MILE FINAL RWY 27L AT 3000MSL. NO ASSISTANCE REQUESTED.  6-8 BIRDS AND TYPE WAS UNKNOWN.  RPA3672 PARKED AT B18 AND INSPECTED REPORTING SOME SKIN DAMAGE, 1 BIRD STRIKE LEFT ENGINE, A COULPLE HIT LEFT WING AND 1 WENT INTO THE LANDING GEAR. CITY OPS NOTIIFIED. 

PILOT: JOHN DELOREY  PHONE: (214) 709-8467  CERTIFICATE # 3598642",,,,,Deleted,Deleted,12/7/2016,Multiple,Airport Operations,,,4/20/2018,FALSE,TRUE
12/5/2016,IL,KBMI,CENTRAL ILLINOIS REGNL ARPT,BUS,BUSINESS,CL-601/604,D,UNKBM,Unknown bird - medium,M?,5000,188,7,22,4,A,3,2,5,5,,,N22SF,,FALSE,FALSE,12,2016,Night,1815,AGL,,2,,150,126,,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,,11 to 100,2 to 10,Medium,N,"xxxx-xx-x-xxxxxx,xxxxxx, STATE FARM INS, MOR: BMI-M-xxxx/xx/xx-xxxx","Right inboard wing leading edge slightly dented. BIRDS REPORTED AS ""DUCKS/GEESE"" MOR Remarks: CL60 ON 100FT FINAL HIT MULTIPLE WATER FOWL. LANDED RY 20 AND TAXIED TO HIS RAMP. NO DAMAGE TO A/C",96,15000,5230,15690,Deleted,Deleted,12/6/2016,Multiple,Pilot,,,4/20/2018,FALSE,TRUE
12/4/2016,IL,KMLI,QUAD CITY ARPT,DAL,DELTA AIR LINES,CRJ900,D,O2205,Mourning dove,N,,188,17,22,4,A,4,2,5,5,,,N232PQ,5192,TRUE,FALSE,12,2016,Night,1716,AGL,,27-Sep,,0,,0,Landing Roll,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,None,,2 to 10,Small,N,"xxxx-xx-x-xxxxxx, MOR: MLI-M-xxxx/xx/xx-xxxx",TWO MOURNING DOVES MOR Remarks: ASQ5192 INFORMED THE TOWER HE STRUCK A BIRD ON THE CENTERLINE RIGHT AT TOUCHDOWN. BIRD ADVISORIES WERE BEING BRODCASTED ON THE ATIS. AIRPORT VEHICLE WAS SENT OUT TO INSEPCT THE RUNWAY AND FOUND MULTIPLE BIRD CARCASSES AND REMOVED THEM. THE PILOT DID NOT REPORT IF THERE WAS ANY DAMAGE TO THE PLANE. ,,,,,Deleted,Deleted,12/4/2016,Multiple,Airport Operations,,,4/20/2018,FALSE,FALSE
11/29/2016,IL,KMLI,QUAD CITY ARPT,ASQ,EXPRESSJET AIRLINES,CRJ900,D,UNKB,Unknown bird,,,188,17,22,4,A,4,2,5,5,,,,5132,FALSE,FALSE,11,2016,Day,1035,AGL,,27,,,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,,,1,,,MOR: MLI-M-xxxx/xx/xx-xxxx,"ASQ5132 reported a bird strike on short final to RWY 27. The pilot estimated the single bird struck the landing gear. No damage reported. Airfield Operations conducted a runway inspection, no birds were found.",,,,,,,,MOR,Tower,,,,FALSE,FALSE
11/28/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UAL,UNITED AIRLINES,B-757-300,D,R2004,Short-eared owl,N,,148,46,,,A,4,2,1,1,,,N74856,564,TRUE,FALSE,11,2016,,400,AGL,,15,,,,,Approach,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,Rain,,1,Small,,xxxx-xx-xx-xxxxxx,Pilot reported hitting bird on approach. Ops found remains 400ft southeast of TWY T2 and 30ft east of centerline. No damage reported. ID'D by WS.,,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Other,,,5/8/2018,FALSE,FALSE
11/28/2016,IL,KDPA,DUPAGE AIRPORT,UNK,UNKNOWN,UNKNOWN,,NE104,Ring-billed gull,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,20R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,N,xxxx-xx-xx-xxxxxx,,,,,,Deleted,Deleted,11/28/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
11/27/2016,IL,KMDW,CHICAGO MIDWAY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,O2205,Mourning dove,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-xx-xx-xxxxxx,"During routine runway inspections, TWY N. MDW OPS found bird remains in the November triangle. WS later identified the remains as a Mourning Dove.",,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
11/24/2016,IL,KMDW,CHICAGO MIDWAY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,R2001,Snowy owl,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,31C,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Large,,xxxx-xx-xx-xxxxxx,"During routine runway inspections, MDW OPS found bird remains on Runway 31C. WS later identified the remains as a Snowy Owl.",,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
11/23/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,AAL,AMERICAN AIRLINES,B-737-800,D,ZX3,Sparrows,N,,148,43,10,1,A,4,2,1,1,,,,2575,FALSE,FALSE,11,2016,Day,1013,AGL,,9L,,50,145,0,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,Fog,2 to 10,1,Small,N,xxxx-xx-xx-xxxxxx,Hit a small flock of birds crossing runway threshold.  One confirmed bird strike just above Captain's forward windshield.  Bird found on runway by airport ops personnel.  No damage found on aircraft after inspection.,2,,,,Deleted,Deleted,11/23/2016,FAA Form 5200-7-E,Pilot,,,5/8/2018,FALSE,FALSE
11/23/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,AAL,AMERICAN AIRLINES,B-737-800,D,ZX315,Song sparrow,N,,148,43,10,1,A,4,2,1,1,,,N905AN,,TRUE,FALSE,11,2016,Day,1015,AGL,,9L,,50,145,0,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,Rain,2 to 10,1,Small,,xxxx-xx-xx-xxxxxx,Pilot reported hitting bird on approach of RWY 9L. Ops found the bird in the RWY 9L approach by the RWY threshold. No damage reported to aircraft. ID'D by WS.,,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Other,,,5/8/2018,FALSE,FALSE
11/21/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,UNK,UNKNOWN,UNKNOWN,,O2205,Mourning dove,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,27R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-xx-xx-xxxxxx,Ops found remains during the daily RWY inspection at the midpoint of the RWY. ID'D by WS.,,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
11/20/2016,IL,KORD,CHICAGO O'HARE INTL ARPT,AAL,AMERICAN AIRLINES,A-321,D,UNKBL,Unknown bird - large,N,,04A,7,,,A,4,2,1,1,,,N557UW,1951,FALSE,FALSE,11,2016,Day,1010,AGL,,28,,1500,240,3,Climb,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,2 to 10,1,Large,Y,"xxxx-xx-xx-xxxxxx, MOR: ORD-M-xxxx/xx/xx-xxxx","Approximately 3 miles MOR Remarks: AAL1951 reported they struck a bird on departure between 1500-2000ft, west of RWY 28R. Pilot reported the bird struck around the nose of the aircraft, no abnormal indications, unknown damage. Aircraft continued to destination.",,,,,,,11/21/2016,Multiple,Other,,,5/8/2018,FALSE,FALSE
11/13/2016,IL,KMDW,CHICAGO MIDWAY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,1A1,Virginia opossum,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,22L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Large,,xxxx-xx-xx-xxxxxx,"During routine runway inspections, MDW OPS found animal remains at the intersection of RWY 22L and RWY 31R. WS later identified the remains as a Virginia Opossum. ",,,,,Deleted,Deleted,12/15/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
11/11/2016,IL,KCPS,ST LOUIS DOWNTOWN,UNK,UNKNOWN,UNKNOWN,,K3302,Red-tailed hawk,,,,,,,,,,,,,,,,TRUE,FALSE,11,2016,,,AGL,,30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,N,xxxx-xx-xx-xxxxxx,"During morning airfield inspection, FF Trost found the bird lying near the departure end of Rwy 30L just South of the center-line. One wing had been separated and lying about thirty feet from the body along with a small section (1"" x 6"") of an aircraft.",,,,,Deleted,Deleted,11/11/2016,FAA Form 5200-7-E,Carcass Found,,,5/8/2018,FALSE,FALSE
