year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2007,6,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",297,112,40.26,16.18,53.56,0,2,29,2,7721,2774,1283,3481,0,183
2007,6,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3883,956,221,27,465,5,238,200,0,80805,9487,2608,54107,108,14495
2007,6,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8068,2337,432.91,28.3,997.5,1.49,876.79,238,43,176374,31204,2676,68759,51,73684
2007,6,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",663,304,80.4,2.94,154.82,1.51,64.33,22,6,18651,4395,241,9885,37,4093
2007,6,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",212,74,11.87,3.95,36.17,0,22.01,4,0,4944,758,394,2288,0,1504
2007,6,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2908,681,182,12,252,4,231,272,3,53336,10752,1275,23636,123,17550
2007,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6289,1996,347.61,81.33,893.86,1.32,671.88,166,32,128868,24963,5967,48791,54,49093
2007,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,42,17,0,14.68,0,10.33,0,4,1846,647,0,740,0,459
2007,7,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",217,79,13.11,1.1,47.36,0,17.43,4,0,6244,1060,39,3226,0,1919
2007,7,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",465,155,28.23,6.1,67.44,1.56,51.68,13,2,12214,1912,373,4921,29,4979
2007,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",334,103,26.78,1.61,45.18,0,29.43,9,2,5520,1773,92,2030,0,1625
2007,7,EV,Atlantic Southeast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",28,8,3.2,1,3.07,0,0.73,1,0,501,182,24,248,0,47
2007,7,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7988,2014,211.51,28.62,736.33,0.1,1037.45,354,22,125197,17120,3798,43396,6,60877
2007,7,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",615,216,75.2,39.08,75.06,0.53,26.12,28,0,12216,4432,2955,3016,25,1788
2007,7,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",264,97,32.56,13.47,47.22,0.97,2.78,12,0,6915,2471,1312,2867,30,235
2007,7,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4071,822,223,12,339,2,246,168,0,58387,10405,1460,32275,48,14199
2007,7,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8353,2024,393.24,40.51,828.05,0,762.2,252,45,146138,31370,3823,49696,0,61249
2007,7,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",685,283,87.07,2.3,137.59,2.36,53.69,8,4,15968,4836,121,6765,200,4046
2007,7,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",183,62,17.57,3.27,20.84,1.44,18.87,3,0,3826,1012,145,1440,32,1197
2007,7,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2431,463,109,8,186,2,158,68,7,35604,7143,824,14953,180,12504
2007,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6256,2195,356.56,32.25,983.85,1.56,820.78,185,51,147159,26129,2650,56423,53,61904
2007,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,47,11.43,0.29,20.86,0,14.41,2,2,2460,623,12,1287,0,538
2007,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",217,92,11.55,6.82,51.61,0.88,21.13,1,0,7605,922,564,3496,45,2578
2007,8,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",475,199,29.29,5.54,120.21,1.9,42.07,3,3,14885,1815,286,8629,35,4120
2007,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",348,129,38.79,3.44,64.5,0,22.26,4,0,8455,2340,434,4262,0,1419
2007,8,EV,Atlantic Southeast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",20,9,4.78,0,4.22,0,0,1,0,496,330,0,166,0,0
2007,8,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7965,2532,270.34,35.63,970.21,1.72,1254.1,413,48,166972,27109,3269,59749,45,76800
2007,8,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",640,256,75.57,32.32,112.98,0,35.12,19,3,14252,4167,2409,5260,0,2416
2007,8,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",279,93,28.49,11.76,50.08,0,2.67,18,0,6062,1643,1051,2935,0,433
2007,8,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4191,1062,231,34,469,2,326,259,0,82134,10826,2820,48087,50,20351
2007,8,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8468,2368,385.1,30.13,1019.09,1,932.68,331,48,163397,26321,3261,56786,26,77003
2007,8,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",674,282,61.81,3.71,148.8,1.82,65.86,18,5,16507,2959,336,8291,175,4746
2007,8,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",186,70,20.56,2.36,31.43,1,14.65,3,2,4736,1305,142,2191,42,1056
2007,8,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2640,734,166,12,255,1,300,186,13,57388,11271,1157,20407,28,24525
2007,9,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6007,1389,228.3,20.69,769.51,1.96,368.53,69,7,90139,18000,1004,42918,349,27868
2007,9,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",120,33,10.87,0,19.16,0,2.97,0,0,1492,441,0,971,0,80
2007,9,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",208,40,4.24,0.84,26.79,0,8.12,3,1,2660,170,116,1714,0,660
2007,9,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",432,73,12.82,1.03,51.77,0,7.38,2,1,5073,1032,24,3587,0,430
2007,9,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",308,48,10.03,0.74,25.47,0,11.76,1,0,2646,587,32,1088,0,939
2007,9,EV,Atlantic Southeast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7472,1388,141.16,16.34,679.7,1,549.79,127,14,82458,11845,924,38150,15,31524
2007,9,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",604,186,53.67,25.45,91.58,0,15.31,2,1,9656,2897,1979,3947,0,833
2007,9,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",279,72,15.53,5.58,45.9,0,5,1,1,4296,747,329,2913,0,307
2007,9,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4040,686,196,11,320,2,157,96,0,48868,7122,968,33237,90,7451
2007,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7874,1360,267.45,17.72,607.21,0,467.62,192,18,83748,18229,914,31896,0,32709
2007,9,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",614,169,45.11,0,95.27,0,28.62,3,0,8485,2442,0,4726,0,1317
2007,9,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",114,21,4.21,0.1,13.74,0,2.94,0,1,1649,154,14,1239,0,242
2007,9,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2362,441,102,6,170,1,162,49,4,31883,6832,453,13123,29,11446
2007,10,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6339,1618,214.33,27.14,867.12,2.28,507.14,86,7,94145,13375,1788,44677,58,34247
2007,10,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,45,10.41,1.15,28.43,0.37,4.64,0,0,1952,367,59,1157,11,358
2007,10,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",204,59,4.43,0.29,38.24,0.11,15.93,1,0,4106,451,7,2777,2,869
2007,10,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",474,107,11.25,0.84,67.5,0,27.4,2,0,7810,790,114,4348,0,2558
2007,10,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",324,56,22.55,0,20.48,0,12.97,4,0,2668,1117,0,876,0,675
2007,10,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7810,1607,166.95,28.12,774.94,0.34,636.64,88,9,88896,13584,2034,41377,11,31890
2007,10,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",638,188,49.24,21.8,90.99,0,25.97,5,2,8103,2159,1333,3532,0,1079
2007,10,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",296,88,20.61,12.39,52,1,2,7,2,4995,880,944,2829,182,160
2007,10,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4264,863,223,18,395,3,224,100,1,54327,8235,1469,33979,63,10581
2007,10,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8250,1646,325.42,13.48,655.44,0,651.66,189,9,101885,21630,776,32995,0,46484
2007,10,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",654,185,34.04,0.03,114.96,1.17,34.81,2,0,9768,1636,3,6269,64,1796
2007,10,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",117,28,3.58,0.08,17.85,0,6.5,2,0,1383,112,6,891,0,374
2007,10,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2518,540,121,15,218,0,186,71,0,37074,7623,1168,16474,0,11809
2007,11,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6038,1552,223.23,7.7,864.42,0,456.65,100,6,87876,13495,431,45362,0,28588
2007,11,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",120,19,3.89,0,14.75,0,0.37,0,0,957,146,0,792,0,19
2007,11,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",206,62,8.16,0,40.55,0,13.29,1,0,3756,442,0,2498,0,816
2007,11,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",448,148,15.48,1.13,105.3,0.18,25.91,1,0,8898,632,38,6034,9,2185
2007,11,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",312,46,12.3,0,27.33,0,6.37,4,0,2171,611,0,1288,0,272
2007,11,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7387,1753,156.08,15.83,951.56,0,629.53,138,3,103031,15433,1252,50266,0,36080
2007,11,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",609,163,35.7,20.47,95,0,11.83,5,1,7712,1656,1237,4241,0,578
2007,11,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",284,64,15.42,7.6,35.95,0,5.03,3,0,2726,563,354,1376,0,433
2007,11,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3932,821,193,8,467,0,153,110,1,57670,6804,712,41789,0,8365
2007,11,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7535,1613,306.46,3.91,759.38,0,543.25,124,5,89614,17298,173,35314,0,36829
2007,11,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",606,160,35.68,2.54,93.86,0,27.93,6,0,8882,1733,165,5556,0,1428
2007,11,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",106,31,6.41,0,19.27,0.25,5.07,3,0,2068,246,0,1528,4,290
2007,11,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2458,675,154,8,271,2,240,85,0,52795,11082,1005,20351,40,20317
2007,12,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6189,2672,284.48,66.97,1461.34,0.58,858.64,455,9,200398,23739,4825,99463,27,72344
2007,12,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,36,2.79,1,32.21,0,0,3,0,2795,87,81,2627,0,0
2007,12,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",210,97,14.17,0,60.29,0,22.54,12,1,8851,1331,0,5078,0,2442
2007,12,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",409,189,12.31,3.87,144.16,1.92,26.75,20,0,15599,625,445,12078,94,2357
2007,12,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",322,121,19.69,1.31,70.13,0,29.87,13,1,7553,1533,46,4047,0,1927
2007,12,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7523,3378,270,93.69,1337.62,1.86,1674.83,1104,22,258168,27652,10532,91853,55,128076
2007,12,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",559,281,55.86,46.66,143.33,0,35.15,30,0,15581,2956,3445,6330,0,2850
2007,12,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",281,124,34.29,16.06,67.31,0,6.34,21,1,8973,2488,1182,4694,0,609
2007,12,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4033,1520,360,63,744,13,340,594,5,138005,15552,8294,88605,390,25164
2007,12,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7542,2897,480.28,39.92,1455.1,0,921.69,628,34,200671,34991,3589,85460,0,76631
2007,12,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",620,267,36.03,2.52,185.18,0,43.27,27,1,19526,1535,341,14434,0,3216
2007,12,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",137,63,10.3,1.03,44.01,0,7.66,16,0,4645,730,80,3099,0,736
2007,12,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2304,1007,242,36,450,0,279,394,4,102111,21354,4451,47202,0,29104
2008,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6169,2554,250.96,20.3,1576.43,1.09,705.22,416,19,206124,17532,1592,127737,52,59211
2008,1,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,45,7.16,0.32,35.04,0,2.49,3,0,4124,534,8,3432,0,150
2008,1,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",202,82,7.42,0.38,56.89,0,17.31,9,0,7527,292,16,5585,0,1634
2008,1,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",352,144,10.67,0.29,118.52,1,13.53,10,1,16386,617,6,14485,35,1243
2008,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",333,117,15.46,3.2,80.77,0,17.56,15,2,7281,908,665,4761,0,947
2008,1,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7568,3107,252.85,55.18,1552.85,1.76,1244.35,753,17,246841,27442,6731,119577,29,93062
2008,1,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",620,241,33.93,52.25,134.61,0,20.21,40,0,14856,1776,3835,7856,0,1389
2008,1,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",258,109,22.06,8.5,76.44,0,2,13,1,6238,945,547,4599,0,147
2008,1,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4085,1381,142,27,793,1,418,507,4,144669,9548,3066,107338,39,24678
2008,1,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7328,2422,415.46,24.2,1328.97,0,653.38,386,17,181428,30048,2380,96863,0,52137
2008,1,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",633,231,26.44,0.92,178.48,1,24.17,20,0,19067,1411,69,15660,30,1897
2008,1,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",199,88,11.83,1.45,65.2,0.38,9.14,14,2,7482,790,98,5683,11,900
2008,1,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2065,866,259,16,407,0,184,282,4,89298,23128,1231,47635,0,17304
2008,2,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5688,2374,255.35,39.37,1370.69,0,708.59,615,19,168476,21550,3266,90082,0,53578
2008,2,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",116,34,5.24,0,26.21,0.43,2.12,5,0,3022,460,0,2470,12,80
2008,2,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",192,81,9.81,0,54.98,0,16.22,16,0,7954,1043,0,4957,0,1954
2008,2,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",336,161,9.04,4.18,122.71,0,25.07,17,0,12541,694,476,9304,0,2067
2008,2,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",286,82,13.82,0.16,54.32,0,13.7,20,0,5001,866,33,3198,0,904
2008,2,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6994,3073,220.21,79.28,1381.83,0.42,1391.26,1025,30,222755,26193,8287,91552,16,96707
2008,2,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",598,235,39.76,46.39,133.05,0,15.79,60,2,12842,2294,3162,6291,0,1095
2008,2,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",222,99,20.55,12.29,65.17,0,1,30,1,5340,1229,806,3257,0,48
2008,2,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3825,1349,135,59,677,4,474,604,1,125328,7784,6826,85114,194,25410
2008,2,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6999,2385,351.63,38.06,1364.96,1.17,629.19,541,16,168471,25098,3793,89954,90,49536
2008,2,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",589,236,24.44,1.35,165.67,0.39,44.15,45,3,16203,1216,112,12022,20,2833
2008,2,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",212,100,16.99,4.95,60.71,0,17.34,36,2,6764,903,472,4322,0,1067
2008,2,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1930,802,217,21,320,3,241,468,10,87097,19711,2940,40044,80,24322
2008,3,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6115,2106,299.89,31.35,1041.36,0,733.4,363,12,150050,24373,2237,70394,0,53046
2008,3,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,33,3.73,0,25.48,0,3.8,1,0,3189,136,0,2957,0,96
2008,3,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",211,81,11.74,0,42.01,0,27.25,3,0,7183,584,0,4115,0,2484
2008,3,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",414,142,28.95,2.9,78.74,1,30.41,17,1,12184,1532,368,6966,16,3302
2008,3,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",257,58,16.96,0.61,27.9,0,12.53,6,0,3247,1132,22,1246,0,847
2008,3,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7425,2281,206.12,57.5,1011,0.08,1006.3,475,14,150452,18530,4436,63162,9,64315
2008,3,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",627,225,64.29,44.04,92.62,0.26,23.79,32,0,12163,3077,2571,4872,10,1633
2008,3,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",281,105,26.3,15.74,54.56,0,8.4,18,0,6804,1580,1409,3198,0,617
2008,3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4211,1079,164,35,620,5,255,320,2,99027,8908,3492,69648,139,16840
2008,3,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7635,1954,320.19,15.53,925.53,3.95,688.81,264,4,135578,23246,1472,57095,180,53585
2008,3,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",629,185,37.72,5.16,113.01,0,29.12,23,1,11308,1677,506,7387,0,1738
2008,3,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",251,102,21.63,2.95,47.26,0,30.16,31,0,7940,1841,379,3661,0,2059
2008,3,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1905,594,170,5,262,2,155,162,3,55405,14359,916,28404,85,11641
2008,4,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6072,1511,227.65,12.82,787.41,0,483.12,560,17,87421,15434,941,41469,0,29577
2008,4,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",120,34,7.17,0,26.83,0,0,0,0,2320,486,0,1834,0,0
2008,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",196,60,10.89,0,33.89,0,15.22,2,1,5080,932,0,3199,0,949
2008,4,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",410,141,18.69,0.35,95.46,0,26.5,0,0,10736,1032,21,7717,0,1966
2008,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",256,65,14.21,1.12,37,0,12.68,2,1,4233,1018,56,2194,0,965
2008,4,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7381,1705,181.31,24.77,779,0,719.92,227,16,108982,18012,1684,47380,0,41906
2008,4,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",559,172,49.44,42.44,66.68,0,13.44,8,1,11044,2870,3741,3624,0,809
2008,4,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",280,81,24.79,9.34,44.88,0,2,4,1,4885,1212,497,2869,0,307
2008,4,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3995,932,95.96,19.04,673.12,0,143.89,140,8,76373,4954,2621,61837,0,6961
2008,4,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7705,1785,321.51,16.81,822.19,0,624.49,211,34,121985,21612,2233,51591,0,46549
2008,4,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",619,181,26.68,0,125.57,0,28.76,6,2,11427,1443,0,8241,0,1743
2008,4,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",171,60,15.02,1.14,29.84,1.14,12.87,2,0,3727,826,70,1977,79,775
2008,4,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2239,734,201,7,305.18,2,218.82,165,4,60931,16235,486,26660,50,17500
2008,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6261,1784,266.73,25.34,884.62,1.32,605.98,135,31,108968,17923,1510,48513,159,40863
2008,5,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",124,30,4.72,0,21.56,0,3.71,0,0,2031,416,0,1492,0,123
2008,5,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",207,56,9.88,0,40.26,0,5.86,0,0,4550,1186,0,2919,0,445
2008,5,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",457,145,27.03,0.96,84.38,2.1,30.53,0,1,10588,1883,84,5731,44,2846
2008,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",251,37,5.98,0,29.58,0,1.44,2,1,2343,455,0,1838,0,50
2008,5,EV,Atlantic Southeast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",2,1,0.86,0,0.14,0,0,0,0,29,25,0,4,0,0
2008,5,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7604,1465,157.45,31.82,693.19,0.93,581.62,204,20,99588,17288,2515,42450,62,37273
2008,5,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",572,143,32.33,29.36,68.59,0,12.71,7,1,6243,1366,1537,2635,0,705
2008,5,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",291,71,15.58,12.48,42.23,0,0.71,5,0,3258,452,697,2094,0,15
2008,5,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4080,808,118.17,13.9,522.09,0,153.84,96,7,61847,6361,1364,44711,0,9411
2008,5,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7938,1798,301.81,18.99,849.57,0,627.64,221,26,115946,18953,1980,45505,0,49508
2008,5,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",638,158,33.49,1,93.47,0,30.04,11,2,10159,1957,111,6186,0,1905
2008,5,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",115,32,6.92,0.77,16.03,0,8.28,1,0,2204,449,47,1125,0,583
2008,5,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2217,585,186,5,256.18,1,136.82,88,4,45213,13344,875,20484,15,10495
2008,6,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5886,2808,295.03,38.62,1568.91,1.94,903.49,136,41,200565,21764,3038,103628,69,72066
2008,6,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",120,51,3.42,0,44.54,0,3.04,0,0,3194,93,0,2985,0,116
2008,6,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",210,91,11.06,1.24,65.95,0,12.76,7,3,7890,957,150,5839,0,944
2008,6,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",464,240,28.5,5.88,175.18,0.2,30.25,9,4,16901,1149,555,12093,6,3098
2008,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",323,139,18.48,1.35,105.17,0,14,4,2,8905,1603,167,6115,0,1020
2008,6,EV,Atlantic Southeast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7786,2778,201,56.57,1385.45,0.38,1134.6,459,30,187527,19229,5444,89515,8,73331
2008,6,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",567,274,58.16,66.9,117.72,0,31.21,17,1,17505,3294,5094,6721,0,2396
2008,6,OH,Comair Inc.,ORD,"Chicago, IL: Chicago O'Hare International",183,78,19.25,9.19,48.64,0,0.92,6,0,5338,988,987,3283,0,80
